fecha,humedad_media_dia,humedad_min_dia,humedad_max_dia,temp_suelo_media_dia,temp_suelo_min_dia,temp_suelo_max_dia,bateria_media_dia_mv,panel_solar_media_dia_mv,variacion_humedad_dia,n_registros_dia
2024-05-09,36.47958333333333,36.15625,36.64,18.533593749999998,17.06,22.14,6692.791666666667,5475.375,0.48375000000000057,24
2024-05-10,35.93442708333333,35.56125,36.15875,18.851041666666667,16.89,24.62,6690.416666666667,5373.791666666667,0.5974999999999966,24
2024-05-11,35.383229166666666,35.0725,35.558749999999996,19.486197916666665,18.02,25.81,6695.25,5363.791666666667,0.4862499999999983,24
2024-05-12,34.895625,34.61625,35.06875,20.052552083333335,18.36,26.04,6701.666666666667,5400.458333333333,0.45250000000000057,24
2024-05-13,34.43447916666667,34.10625,34.635000000000005,20.6046875,18.7,26.69,6700.375,5502.0,0.5287500000000023,24
2024-05-14,33.93515625,33.62625,34.115,20.910104166666667,19.07,25.21,6700.75,5462.375,0.4887500000000031,24
2024-05-15,33.44953125,33.14375,33.63125,20.6871875,18.59,24.98,6692.958333333333,5495.5,0.48750000000000426,24
2024-05-16,32.98203125,32.73375,33.13375,20.491822916666667,18.12,24.26,6689.166666666667,5509.541666666667,0.3999999999999986,24
2024-05-17,32.59005208333333,32.32,32.735,20.543385416666666,19.42,24.75,6698.0,5582.166666666667,0.41499999999999915,24
2024-05-18,32.16322916666667,31.8925,32.31999999999999,20.599062500000002,18.29,25.69,6696.708333333333,5557.75,0.4274999999999949,24
2024-05-19,31.734166666666667,31.45125,31.893749999999997,20.7446875,18.83,25.44,6695.875,5630.791666666667,0.44249999999999545,24
2024-05-20,31.377760416666664,31.2425,31.45375,20.785208333333333,18.94,25.21,6697.416666666667,5677.083333333333,0.21124999999999972,24
2024-05-21,31.11645833333333,30.9375,31.2275,20.802552083333335,19.12,24.62,6701.875,5759.625,0.28999999999999915,24
2024-05-22,30.905416666666667,30.8275,30.949999999999996,20.871302083333333,18.59,25.81,6701.375,5601.583333333333,0.12249999999999517,24
2024-05-23,30.739114583333333,30.61875,30.82375,21.175364583333334,19.69,26.03,6705.208333333333,5645.375,0.20500000000000185,24
2024-05-24,30.543541666666666,30.468750000000004,30.615000000000002,21.4328125,19.42,27.22,6699.166666666667,5482.208333333333,0.14624999999999844,24
2024-05-25,30.386666666666667,30.271250000000002,30.456250000000004,21.96692708333333,20.37,27.82,6704.458333333333,5506.75,0.18500000000000227,24
2024-05-26,30.1784375,30.06125,30.2725,22.344010416666666,20.6,27.93,6706.541666666667,5507.708333333333,0.21124999999999972,24
2024-05-27,29.955624999999998,29.82875,30.05375,22.756770833333334,20.88,28.84,6702.5,5464.791666666667,0.22500000000000142,24
2024-05-28,29.7384375,29.64,29.83,23.057604166666668,21.19,29.0,6700.375,5378.166666666667,0.18999999999999773,24
2024-05-29,29.55151041666667,29.447499999999998,29.625,23.56171875,21.43,29.74,6703.583333333333,5394.666666666667,0.177500000000002,24
2024-05-30,29.353072916666665,29.23,29.46125,24.011510416666667,21.76,30.45,6703.041666666667,5477.916666666667,0.2312499999999993,24
2024-05-31,29.131979166666667,29.002499999999998,29.232499999999998,24.50734375,22.04,30.65,6706.708333333333,5279.958333333333,0.23000000000000043,24
2024-06-01,28.922552083333333,28.81125,29.005,24.71229166666667,22.4,29.93,6706.291666666667,5565.666666666667,0.19374999999999787,24
2024-06-02,28.725052083333335,28.595,28.792500000000004,24.842083333333335,22.74,29.71,6705.541666666667,5551.541666666667,0.19750000000000512,24
2024-06-03,28.520677083333336,28.388749999999998,28.605,24.85421875,22.98,29.71,6701.708333333333,5533.916666666667,0.21625000000000227,24
2024-06-04,28.3196875,28.21,28.39875,24.874479166666664,23.2,29.71,6697.625,5565.25,0.18874999999999886,24
2024-06-05,28.144583333333333,28.0475,28.205,25.04505208333333,23.32,30.24,6702.75,5352.208333333333,0.15749999999999886,24
2024-06-06,27.964270833333334,27.881249999999998,28.033749999999998,25.144166666666667,23.43,28.64,6701.5,5431.458333333333,0.15249999999999986,24
2024-06-07,27.823958333333334,27.7425,27.8825,24.99,23.56,27.15,6705.0,5711.416666666667,0.14000000000000057,24
2024-06-08,27.648177083333334,27.551250000000003,27.745,24.491145833333334,23.19,26.25,6702.333333333333,5790.625,0.19374999999999787,24
2024-06-09,27.45375,27.384999999999998,27.54875,24.075781250000002,22.26,26.28,6698.416666666667,5745.375,0.16375000000000028,24
